id,title,release_date,vote_average,vote_count,popularity,runtime,budget,revenue,original_language,genres,director,actor_principal,grupo
590223,Love and Monsters,2020-10-16,7.27,4480,4.193,109,30000000,1122066,en,"Adventure, Comedy, Fantasy",Michael Matthews,Dylan O'Brien,buena
2270,Stardust,2007-08-10,7.293,4474,5.9753,127,70000000,137500000,en,"Adventure, Fantasy, Romance, Family",Matthew Vaughn,Charlie Cox,buena
399057,The Killing of a Sacred Deer,2017-10-20,7.005,4467,3.8778,121,3000000,10700000,en,"Drama, Thriller, Mystery",Yorgos Lanthimos,Colin Farrell,buena
205587,The Judge,2014-10-08,7.332,4451,8.0854,141,40000000,84419388,en,Drama,David Dobkin,Robert Downey Jr.,buena
537996,The Ballad of Buster Scruggs,2018-11-09,7.133,4446,5.2177,132,0,0,en,"Western, Comedy, Drama",Joel Coen,Tim Blake Nelson,buena
787699,Wonka,2023-12-06,7.036,4416,8.5977,117,125000000,634502312,en,"Comedy, Family, Fantasy",Paul King,Timothée Chalamet,buena
34584,The NeverEnding Story,1984-04-06,7.223,4406,4.8824,101,27000000,20158808,de,"Adventure, Fantasy, Family",Wolfgang Petersen,Noah Hathaway,buena
770,Gone with the Wind,1939-12-15,7.911,4399,10.5367,233,4000000,402352579,en,"Drama, War, Romance",Victor Fleming,Vivien Leigh,buena
116,Match Point,2005-10-26,7.363,4398,4.7774,124,15000000,85638656,en,"Drama, Romance, Thriller",Woody Allen,Jonathan Rhys Meyers,buena
2832,Identity,2003-04-25,7.188,4395,12.8313,90,28000000,90259536,en,"Mystery, Thriller",James Mangold,John Cusack,buena
805,Rosemary's Baby,1968-06-12,7.82,4390,5.7435,138,3200000,33395426,en,"Drama, Horror, Thriller",Roman Polanski,Mia Farrow,buena
227306,Unbroken,2014-12-25,7.424,4389,4.7246,137,65000000,163400000,en,"Drama, War",Angelina Jolie,Jack O'Connell,buena
22954,Invictus,2009-12-11,7.181,4360,3.1898,134,60000000,122400000,en,"Drama, History",Clint Eastwood,Morgan Freeman,buena
290098,The Handmaiden,2016-06-01,8.2,4358,18.0506,145,8575000,38600000,ko,"Thriller, Drama, Romance",Park Chan-wook,Kim Min-hee,buena
6145,Fracture,2007-04-19,7.262,4360,5.0614,113,10000000,91354215,en,Thriller,Gregory Hoblit,Anthony Hopkins,buena
2024,The Patriot,2000-06-28,7.205,4357,9.8648,165,110000000,215294342,en,"Drama, History, War, Action",Roland Emmerich,Mel Gibson,buena
613,Downfall,2004-09-16,7.862,4340,6.4156,155,16000000,92181574,de,"Drama, History, War",Oliver Hirschbiegel,Bruno Ganz,buena
9837,The Prince of Egypt,1998-12-16,7.312,4330,8.7261,99,70000000,218613188,en,"Adventure, Animation, Drama, Family",Simon Wells,Val Kilmer,buena
7340,Carrie,1976-11-03,7.334,4328,5.4558,98,1800000,33800000,en,"Horror, Thriller",Brian De Palma,Sissy Spacek,buena
249164,If I Stay,2014-08-21,7.347,4317,3.3458,106,11000000,78300000,en,Drama,R. J. Cutler,Chloë Grace Moretz,buena
20766,The Road,2009-11-25,7.019,4308,6.0371,111,32000000,27635305,en,"Adventure, Drama",John Hillcoat,Viggo Mortensen,buena
276907,Legend,2015-09-09,7.056,4307,7.0154,132,25000000,42972994,en,"Crime, Thriller",Brian Helgeland,Tom Hardy,buena
1587,What's Eating Gilbert Grape,1993-12-17,7.662,4305,4.3825,118,11000000,10000000,en,"Romance, Drama",Lasse Hallström,Johnny Depp,buena
1924,Superman,1978-12-14,7.166,4306,10.8167,144,55000000,300478449,en,"Science Fiction, Action, Adventure",Richard Donner,Christopher Reeve,buena
866398,The Beekeeper,2024-01-08,7.271,4304,12.9326,106,35000000,162619535,en,"Action, Crime, Thriller",David Ayer,Jason Statham,buena
829,Chinatown,1974-06-20,7.909,4291,5.2854,130,6000000,30000000,en,"Crime, Mystery, Thriller",Roman Polanski,Jack Nicholson,buena
653346,Kingdom of the Planet of the Apes,2024-05-08,7.054,4290,12.0853,145,160000000,397378150,en,"Science Fiction, Adventure, Action",Wes Ball,Owen Teague,buena
10229,A Walk to Remember,2002-01-25,7.752,4279,6.0893,102,11800000,47494916,en,"Drama, Romance",Adam Shankman,Mandy Moore,buena
9798,Enemy of the State,1998-11-20,7.068,4272,6.8234,132,90000000,250649836,en,"Action, Drama, Thriller",Tony Scott,Will Smith,buena
376660,The Edge of Seventeen,2016-11-18,7.2,4269,3.9881,105,9000000,18803648,en,"Comedy, Drama",Kelly Fremon Craig,Hailee Steinfeld,buena
11778,The Deer Hunter,1978-12-08,7.971,4267,6.2012,183,15000000,49000000,en,"Drama, War",Michael Cimino,Robert De Niro,buena
703,Annie Hall,1977-04-19,7.727,4266,4.0021,93,4000000,43989445,en,"Comedy, Drama, Romance",Woody Allen,Woody Allen,buena
72570,The Vow,2012-02-05,7.2,4265,5.5074,104,30000000,196114570,en,"Drama, Romance",Michael Sucsy,Rachel McAdams,buena
346,Seven Samurai,1954-04-26,8.447,4264,13.9666,207,2000000,105000000,ja,"Action, Drama",Akira Kurosawa,Toshirō Mifune,buena
116149,Paddington,2014-11-24,7.121,4265,6.0492,95,55000000,333960862,en,"Comedy, Adventure, Family",Paul King,Ben Whishaw,buena
489999,Searching,2018-08-24,7.572,4261,4.8334,102,880000,75636047,en,"Drama, Mystery, Thriller",Aneesh Chaganty,John Cho,buena
588228,The Tomorrow War,2021-09-03,7.509,4231,19.705,138,200000000,14400000,en,"Action, Science Fiction, Adventure",Chris McKay,Chris Pratt,buena
4771,Gone Baby Gone,2007-09-18,7.306,4211,4.2196,113,19000000,34600000,en,"Crime, Drama, Mystery",Ben Affleck,Casey Affleck,buena
277216,Straight Outta Compton,2015-08-11,7.773,4210,4.7191,147,28000000,201634991,en,"Drama, Music, History",F. Gary Gray,O'Shea Jackson Jr.,buena
8810,Mad Max 2,1981-12-24,7.393,4202,6.1704,96,2000000,24600832,en,"Action, Thriller, Science Fiction",George Miller,Mel Gibson,buena
881,A Few Good Men,1992-12-11,7.551,4183,7.4821,138,40000000,243240178,en,Drama,Rob Reiner,Tom Cruise,buena
3558,"Girl, Interrupted",1999-12-21,7.564,4171,6.6384,127,40000000,48350205,en,Drama,James Mangold,Winona Ryder,buena
1213,The Talented Mr. Ripley,1999-12-25,7.197,4169,6.7864,140,40000000,128798265,en,"Thriller, Crime, Drama",Anthony Minghella,Matt Damon,buena
466420,Killers of the Flower Moon,2023-10-18,7.399,4161,9.641,206,200000000,158722599,en,"Crime, History, Drama",Martin Scorsese,Leonardo DiCaprio,buena
2898,As Good as It Gets,1997-12-19,7.401,4158,4.4256,139,50000000,314178011,en,"Drama, Comedy, Romance",James L. Brooks,Jack Nicholson,buena
911430,F1,2025-06-25,7.807,4158,33.112,156,300000000,634142436,en,"Action, Drama",Joseph Kosinski,Brad Pitt,buena
529203,The Croods: A New Age,2020-11-25,7.4,4154,7.0468,95,65000000,215905815,en,"Animation, Family, Adventure, Fantasy, Comedy",Joel Crawford,Nicolas Cage,buena
582,The Lives of Others,2006-03-23,8.038,4149,6.9846,137,2000000,77672685,de,"Drama, Thriller",Florian Henckel von Donnersmarck,Martina Gedeck,buena
14756,Ip Man,2008-12-12,7.758,4136,3.7326,106,11700000,22100000,cn,"Drama, Action, History",Wilson Yip,Donnie Yen,buena
426426,Roma,2018-11-21,7.618,4132,2.5997,135,15000000,1140769,es,Drama,Alfonso Cuarón,Yalitza Aparicio,buena
10501,The Road to El Dorado,2000-03-31,7.296,4131,7.1011,90,95000000,76400000,en,"Family, Adventure, Animation, Comedy, Fantasy",Bibo Bergeron,Kenneth Branagh,buena
7350,The Bucket List,2007-12-25,7.191,4125,4.1799,97,45000000,175400000,en,"Drama, Comedy",Rob Reiner,Jack Nicholson,buena
40807,50/50,2011-09-30,7.181,4118,3.554,100,8000000,39187783,en,"Comedy, Drama",Jonathan Levine,Joseph Gordon-Levitt,buena
37094,Falling Down,1993-02-26,7.394,4112,5.4455,113,25000000,40903593,en,"Crime, Drama, Thriller",Joel Schumacher,Michael Douglas,buena
9078,The Sword in the Stone,1963-12-25,7.224,4113,4.5538,79,3000000,22200000,en,"Animation, Family, Fantasy",Wolfgang Reitherman,Sebastian Cabot,buena
1010581,My Fault,2023-06-08,7.733,4109,48.701,116,0,0,es,"Drama, Romance, Thriller",Domingo González,Nicole Wallace,buena
3082,Modern Times,1936-02-05,8.278,4105,7.1952,87,1500000,1800000,en,"Comedy, Drama, Romance",Charlie Chaplin,Charlie Chaplin,buena
71,Billy Elliot,2000-09-28,7.596,4105,3.8245,111,5000000,109280263,en,"Drama, Comedy, Music",Stephen Daldry,Jamie Bell,buena
81,Warriors of the Wind,1984-03-11,7.9,4099,7.9906,95,1000000,9016411,ja,"Adventure, Animation, Fantasy",Hayao Miyazaki,Sumi Shimamoto,buena
1164,Babel,2006-10-26,7.171,4091,5.4018,143,25000000,135330835,en,Drama,Alejandro G. Iñárritu,Brad Pitt,buena
853,Enemy at the Gates,2001-02-28,7.419,4070,8.5299,131,68000000,96976270,en,"War, History",Jean-Jacques Annaud,Jude Law,buena
2280,Big,1988-06-03,7.186,4054,4.7757,104,18000000,151927281,en,"Fantasy, Drama, Comedy",Penny Marshall,Tom Hanks,buena
5176,3:10 to Yuma,2007-09-06,7.228,4045,5.2799,122,55000000,70000000,en,Western,James Mangold,Russell Crowe,buena
396371,Molly's Game,2017-12-07,7.154,4037,4.8285,141,30000000,59284015,en,"Drama, Crime",Aaron Sorkin,Jessica Chastain,buena
12163,The Wrestler,2008-09-07,7.539,4038,3.9706,109,6000000,44734660,en,"Drama, Romance",Darren Aronofsky,Mickey Rourke,buena
438148,Minions: The Rise of Gru,2022-06-29,7.265,4033,19.1664,87,85000000,940203765,en,"Animation, Comedy, Science Fiction, Crime, Family",Kyle Balda,Steve Carell,buena
334,Magnolia,1999-12-17,7.726,4029,7.1969,189,37000000,48451803,en,Drama,Paul Thomas Anderson,Tom Cruise,buena
522402,Finch,2021-11-04,7.808,4019,5.2173,116,2500000,0,en,"Science Fiction, Drama, Adventure",Miguel Sapochnik,Tom Hanks,buena
198277,Begin Again,2014-06-27,7.233,4016,3.7396,104,8000000,63500000,en,"Comedy, Music, Romance, Drama",John Carney,Mark Ruffalo,buena
4147,Road to Perdition,2002-07-12,7.355,4012,3.8932,117,80000000,181001478,en,"Crime, Drama, Thriller",Sam Mendes,Tom Hanks,buena
1089,Point Break,1991-07-12,7.154,4009,8.1758,122,24000000,83531958,en,"Action, Thriller, Crime",Kathryn Bigelow,Keanu Reeves,buena
658,Goldfinger,1964-09-20,7.4,3999,7.1465,110,3000000,124900000,en,"Adventure, Action, Thriller",Guy Hamilton,Sean Connery,buena
4538,The Darjeeling Limited,2007-09-07,7.146,3989,3.9513,92,16000000,24377151,en,"Adventure, Drama, Comedy",Wes Anderson,Owen Wilson,buena
871,Planet of the Apes,1968-02-07,7.7,3986,10.1113,112,5800000,32589624,en,"Science Fiction, Adventure, Drama, Action",Franklin J. Schaffner,Charlton Heston,buena
1592,Primal Fear,1996-04-03,7.662,3979,9.1114,130,30000000,102616183,en,"Crime, Drama, Thriller",Gregory Hoblit,Richard Gere,buena
455207,Crazy Rich Asians,2018-08-15,7.05,3975,4.5036,121,30000000,238539198,en,"Comedy, Romance",Jon M. Chu,Constance Wu,buena
300671,13 Hours: The Secret Soldiers of Benghazi,2016-01-14,7.272,3975,10.3655,144,50000000,69411370,en,"War, Action, History, Drama, Thriller",Michael Bay,John Krasinski,buena
252,Willy Wonka & the Chocolate Factory,1971-06-29,7.484,3973,5.6988,100,3000000,4000000,en,"Family, Fantasy, Comedy",Mel Stuart,Peter Ostrum,buena
258480,Carol,2015-11-20,7.493,3971,4.0523,118,11800000,40272135,en,"Romance, Drama",Todd Haynes,Cate Blanchett,buena
9475,Scent of a Woman,1992-12-23,7.789,3971,6.9216,156,31000000,134100000,en,Drama,Martin Brest,Al Pacino,buena
246741,What We Do in the Shadows,2014-06-19,7.547,3959,3.5213,86,1600000,6300000,en,"Comedy, Horror",Taika Waititi,Jemaine Clement,buena
481848,The Call of the Wild,2020-02-19,7.515,3958,5.4699,100,109000000,111200000,en,"Adventure, Family, Drama",Chris Sanders,Harrison Ford,buena
1955,The Elephant Man,1980-10-09,8.048,3951,5.6752,124,5000000,26000000,en,"Drama, History",David Lynch,Anthony Hopkins,buena
7445,Brothers,2009-12-02,7.315,3950,6.9307,105,26000000,43500000,en,"Drama, Thriller, War",Jim Sheridan,Tobey Maguire,buena
670292,The Creator,2023-09-27,7.04,3950,13.0687,134,80000000,104272136,en,"Science Fiction, Action, Adventure",Gareth Edwards,John David Washington,buena
2277,Bicentennial Man,1999-12-17,7.267,3947,4.6873,131,100000000,87423861,en,"Drama, Romance, Science Fiction",Chris Columbus,Robin Williams,buena
819,Sleepers,1996-10-18,7.597,3920,8.4426,147,44000000,165600000,en,"Crime, Drama, Thriller",Barry Levinson,Kevin Bacon,buena
614934,Elvis,2022-06-22,7.454,3912,8.2353,159,85000000,288670284,en,"Music, History, Drama",Baz Luhrmann,Austin Butler,buena
1598,Cape Fear,1991-11-13,7.263,3910,9.0831,128,35000000,182300000,en,"Drama, Crime, Thriller",Martin Scorsese,Robert De Niro,buena
9323,Ghost in the Shell,1995-11-18,7.92,3905,8.3897,83,3000000,10000000,ja,"Action, Animation, Science Fiction",Mamoru Oshii,Atsuko Tanaka,buena
94329,The Raid,2012-03-22,7.407,3902,6.9831,101,1100000,9148519,id,"Action, Thriller, Crime",Gareth Evans,Iko Uwais,buena
1640,Crash,2005-05-06,7.217,3901,4.8294,112,6500000,98400000,en,Drama,Paul Haggis,Don Cheadle,buena
239,Some Like It Hot,1959-03-19,8.078,3901,6.9883,123,2900000,25000000,en,"Comedy, Romance, Crime",Billy Wilder,Tony Curtis,buena
576845,Last Night in Soho,2021-10-21,7.271,3899,5.6452,117,43000000,22957625,en,"Horror, Mystery",Edgar Wright,Thomasin McKenzie,buena
1541,Thelma & Louise,1991-05-24,7.604,3895,8.9209,130,16000000,45361000,en,"Drama, Crime, Adventure",Ridley Scott,Susan Sarandon,buena
16320,Serenity,2005-09-25,7.362,3891,5.736,119,39000000,38869464,en,"Science Fiction, Action, Adventure, Thriller",Joss Whedon,Nathan Fillion,buena
617653,The Last Duel,2021-10-13,7.402,3875,5.1299,153,100000000,30552111,en,"Drama, History, Thriller",Ridley Scott,Matt Damon,buena
3176,Battle Royale,2000-12-16,7.267,3846,7.3449,113,4500000,30600000,ja,"Drama, Thriller, Action",Kinji Fukasaku,Tatsuya Fujiwara,buena
793,Blue Velvet,1986-09-19,7.607,3845,6.5544,120,6000000,8636706,en,"Mystery, Thriller, Crime",David Lynch,Isabella Rossellini,buena
950396,The Gorge,2025-02-13,7.66,3848,21.1043,128,70000000,0,en,"Romance, Science Fiction, Thriller",Scott Derrickson,Miles Teller,buena
30497,The Texas Chain Saw Massacre,1974-10-11,7.285,3840,7.8525,83,140000,30922680,en,Horror,Tobe Hooper,Marilyn Burns,buena
62215,Melancholia,2011-05-26,7.156,3838,3.4459,136,7400000,15946321,en,"Drama, Science Fiction",Lars von Trier,Kirsten Dunst,buena
2164,Stargate,1994-10-28,7.026,3838,6.7898,121,55000000,196567262,en,"Action, Adventure, Science Fiction",Roland Emmerich,James Spader,buena
1054867,One Battle After Another,2025-09-23,7.347,3840,16.852,162,175000000,209377100,en,"Thriller, Crime, Comedy",Paul Thomas Anderson,Leonardo DiCaprio,buena
313297,Kubo and the Two Strings,2016-08-18,7.633,3835,4.2367,102,60000000,76249438,en,"Animation, Adventure, Family",Travis Knight,Art Parkinson,buena
77877,The Lucky One,2012-04-19,7.169,3833,3.5932,101,25000000,99400000,en,"Drama, Romance",Scott Hicks,Zac Efron,buena
241,Natural Born Killers,1994-08-26,7.056,3825,5.1247,119,34000000,50283563,en,"Crime, Thriller, Drama",Oliver Stone,Woody Harrelson,buena
80,Before Sunset,2004-06-16,7.807,3809,4.4956,80,2700000,15992615,en,"Drama, Romance",Richard Linklater,Ethan Hawke,buena
615777,Babylon,2022-12-22,7.3,3799,11.1233,189,78000000,65267446,en,"Drama, Comedy",Damien Chazelle,Diego Calva,buena
400617,Phantom Thread,2017-12-25,7.316,3793,4.9775,130,35000000,47756590,en,"Drama, Romance",Paul Thomas Anderson,Daniel Day-Lewis,buena
580175,Another Round,2020-09-24,7.625,3791,5.5911,117,5150000,21700000,da,"Comedy, Drama",Thomas Vinterberg,Mads Mikkelsen,buena
2899,Asterix & Obelix: Mission Cleopatra,2002-01-30,7.367,3786,5.4128,108,58500000,131116046,fr,"Family, Fantasy, Comedy, Adventure",Alain Chabat,Gérard Depardieu,buena
1008042,Talk to Me,2023-07-26,7.14,3779,9.4983,95,4500000,91959188,en,Horror,Danny Philippou,Sophie Wilde,buena
265195,Wild Tales,2014-08-21,7.865,3774,3.7848,122,4000000,31478893,es,"Drama, Thriller, Comedy",Damián Szifron,Ricardo Darín,buena
371638,The Disaster Artist,2017-03-12,7.097,3772,3.0726,104,10000000,29820616,en,"Comedy, Drama",James Franco,Dave Franco,buena
942,Lethal Weapon 2,1989-07-07,7.0,3768,6.5462,114,25000000,227853986,en,"Action, Thriller, Crime",Richard Donner,Mel Gibson,buena
866,Finding Neverland,2004-10-29,7.317,3758,3.3462,106,25000000,116766556,en,"Drama, Fantasy",Marc Forster,Johnny Depp,buena
926393,The Equalizer 3,2023-08-30,7.294,3757,11.2781,109,70000000,191067560,en,"Action, Thriller, Crime",Antoine Fuqua,Denzel Washington,buena
417678,"Everything, Everything",2017-05-18,7.239,3754,2.5804,96,10000000,61621140,en,"Drama, Romance",Stella Meghie,Amandla Stenberg,buena
59,A History of Violence,2005-09-23,7.166,3751,13.4181,96,32000000,61477797,en,"Drama, Thriller, Crime",David Cronenberg,Viggo Mortensen,buena
23169,Remember Me,2010-03-11,7.103,3739,3.5199,113,16000000,56000000,en,"Drama, Romance",Allen Coulter,Robert Pattinson,buena
2252,Eastern Promises,2007-09-14,7.344,3737,4.6125,100,51500000,56106607,en,"Thriller, Crime, Mystery",David Cronenberg,Viggo Mortensen,buena
11621,Porco Rosso,1992-07-18,7.798,3735,5.9233,93,9200000,44600000,ja,"Animation, Adventure, Fantasy",Hayao Miyazaki,Shūichirō Moriyama,buena
587792,Palm Springs,2020-07-10,7.336,3732,7.3239,90,5000000,1818417,en,"Comedy, Romance, Science Fiction",Max Barbakow,Andy Samberg,buena
582014,Promising Young Woman,2020-12-13,7.385,3728,3.9841,114,10000000,20379604,en,"Thriller, Crime, Drama",Emerald Fennell,Carey Mulligan,buena
914,The Great Dictator,1940-10-15,8.277,3722,6.7996,125,2000000,11000000,en,"Comedy, War",Charlie Chaplin,Charlie Chaplin,buena
68,Brazil,1985-02-20,7.66,3723,4.0386,143,15000000,9953708,en,"Comedy, Science Fiction",Terry Gilliam,Jonathan Pryce,buena
57212,War Horse,2011-12-25,7.305,3701,5.8594,146,66000000,177584879,en,"War, History, Adventure, Drama",Steven Spielberg,Jeremy Irvine,buena
37247,The Graduate,1967-12-21,7.631,3700,7.5205,107,3000000,104945305,en,"Drama, Romance, Comedy",Mike Nichols,Dustin Hoffman,buena
1621,Trading Places,1983-06-07,7.23,3684,16.0835,116,15000000,90404800,en,Comedy,John Landis,Dan Aykroyd,buena
499932,The Devil All the Time,2020-09-11,7.177,3675,3.7445,138,0,0,en,"Crime, Drama, Thriller",Antonio Campos,Tom Holland,buena
212778,Chef,2014-05-08,7.113,3665,4.4402,114,11000000,50440695,en,Comedy,Jon Favreau,Jon Favreau,buena
50348,The Lincoln Lawyer,2011-03-17,7.21,3664,3.5931,119,40000000,85412898,en,"Crime, Drama, Thriller",Brad Furman,Matthew McConaughey,buena
462,Erin Brockovich,2000-03-17,7.432,3665,7.1243,131,52000000,256271286,en,Drama,Steven Soderbergh,Julia Roberts,buena
77016,End of Watch,2012-09-20,7.355,3655,4.9741,109,7000000,55078146,en,"Crime, Drama, Thriller",David Ayer,Jake Gyllenhaal,buena
600354,The Father,2020-12-23,8.093,3652,5.9024,97,6000000,21029340,en,Drama,Florian Zeller,Anthony Hopkins,buena
15121,The Sound of Music,1965-03-29,7.7,3646,10.9666,174,8200000,286214286,en,"Drama, Family, Music, Romance",Robert Wise,Julie Andrews,buena
1669,The Hunt for Red October,1990-03-02,7.383,3645,5.7539,135,30000000,200512643,en,"Action, Thriller",John McTiernan,Sean Connery,buena
62214,Frankenweenie,2012-10-04,7.006,3636,5.2069,87,39000000,81493846,en,"Animation, Comedy, Family",Tim Burton,Catherine O'Hara,buena
7735,The Wave,2008-03-13,7.488,3631,3.4619,107,7500000,32350637,de,"Drama, Thriller",Dennis Gansel,Jürgen Vogel,buena
1443,The Virgin Suicides,2000-04-21,7.13,3623,5.0053,97,6000000,10409377,en,"Drama, Romance",Sofia Coppola,Kirsten Dunst,buena
429197,Vice,2018-12-25,7.015,3618,4.8946,132,60000000,76100000,en,"Drama, Comedy",Adam McKay,Christian Bale,buena
937278,A Man Called Otto,2022-12-28,7.75,3613,7.2584,126,50000000,113360085,en,"Comedy, Drama",Marc Forster,Tom Hanks,buena
83533,Avatar: Fire and Ash,2025-12-17,7.605,3612,146.1621,198,350000000,1490477656,en,"Science Fiction, Adventure, Fantasy",James Cameron,Sam Worthington,buena
986056,Thunderbolts*,2025-04-30,7.291,3610,16.3335,127,180000000,382436917,en,"Action, Science Fiction, Adventure",Jake Schreier,Florence Pugh,buena
401104,To the Bone,2017-01-22,7.201,3602,2.0514,107,0,0,en,Drama,Marti Noxon,Lily Collins,buena
146,"Crouching Tiger, Hidden Dragon",2000-07-06,7.432,3597,5.631,120,17000000,213978518,zh,"Adventure, Drama, Action, Romance",Ang Lee,Chow Yun-Fat,buena
4995,Boogie Nights,1997-10-07,7.636,3594,6.6502,156,15000000,43101594,en,"Drama, Comedy",Paul Thomas Anderson,Mark Wahlberg,buena
258230,A Monster Calls,2016-10-07,7.302,3579,5.4827,108,43000000,47309313,en,"Fantasy, Adventure, Family",J. A. Bayona,Lewis MacDougall,buena
504949,The King,2019-10-11,7.2,3578,4.3246,140,0,0,en,"Drama, History, War",David Michôd,Timothée Chalamet,buena
458423,Mamma Mia! Here We Go Again,2018-07-18,7.079,3579,4.5494,114,75000000,395607854,en,"Comedy, Romance",Ol Parker,Amanda Seyfried,buena
1011985,Kung Fu Panda 4,2024-03-02,7.006,3554,19.2388,94,80000000,548040835,en,"Action, Adventure, Animation, Comedy, Family, Fantasy",Mike Mitchell,Jack Black,buena
419478,Midnight Sun,2018-03-22,7.805,3552,3.6956,92,2800000,27365467,en,"Romance, Drama",Scott Speer,Bella Thorne,buena
8619,Master and Commander: The Far Side of the World,2003-11-14,7.196,3549,4.533,138,150000000,211623421,en,"Adventure, Drama, War",Peter Weir,Russell Crowe,buena
1103,Escape from New York,1981-05-23,7.05,3544,5.9635,99,6000000,50244700,en,"Action, Thriller, Science Fiction",John Carpenter,Kurt Russell,buena
381289,A Dog's Purpose,2017-01-19,7.641,3544,4.5761,100,22000000,205000000,en,"Adventure, Fantasy, Family, Drama",Lasse Hallström,Josh Gad,buena
766,Army of Darkness,1992-10-31,7.3,3535,6.7788,81,11000000,21502976,en,"Fantasy, Horror, Comedy",Sam Raimi,Bruce Campbell,buena
74643,The Artist,2011-10-12,7.442,3535,4.0058,100,15000000,133432856,fr,"Drama, Comedy, Romance",Michel Hazanavicius,Jean Dujardin,buena
1062722,Frankenstein,2025-10-17,7.637,3537,17.9549,150,120000000,480678,en,"Drama, Fantasy, Horror",Guillermo del Toro,Oscar Isaac,buena
899082,Harry Potter 20th Anniversary: Return to Hogwarts,2022-01-01,7.307,3526,6.0432,103,0,0,en,Documentary,Joe Pearlman,Daniel Radcliffe,buena
872,Singin' in the Rain,1952-04-10,8.129,3527,6.4798,103,2540800,7200000,en,"Comedy, Romance",Stanley Donen,Gene Kelly,buena
1078605,Weapons,2025-08-04,7.257,3525,16.6809,128,38000000,269972492,en,"Horror, Mystery",Zach Cregger,Julia Garner,buena
10948,The Fox and the Hound,1981-07-10,7.157,3515,4.6408,82,12000000,29800000,en,"Adventure, Animation, Drama, Family",Richard Rich,Mickey Rooney,buena
906126,Society of the Snow,2023-12-15,7.973,3514,4.6405,143,65500000,1281,es,"Drama, History",J. A. Bayona,Enzo Vogrincic,buena
765,Evil Dead II,1987-03-13,7.5,3508,7.065,84,3500000,10900000,en,"Horror, Comedy, Fantasy",Sam Raimi,Bruce Campbell,buena
140823,Saving Mr. Banks,2013-11-29,7.338,3501,2.5802,126,35000000,112544580,en,"Comedy, Drama, History",John Lee Hancock,Emma Thompson,buena
8337,They Live,1988-11-04,7.303,3500,6.6157,93,4000000,13000000,en,"Science Fiction, Action, Thriller",John Carpenter,Roddy Piper,buena
6023,P.S. I Love You,2007-11-15,7.177,3495,3.6449,126,30000000,156835339,en,"Drama, Romance",Richard LaGravenese,Hilary Swank,buena
6075,Carlito's Way,1993-11-10,7.829,3492,5.4654,144,30000000,63848322,en,"Crime, Drama, Thriller",Brian De Palma,Al Pacino,buena
244267,I Origins,2014-07-18,7.565,3478,3.2171,106,1000000,481234,en,"Science Fiction, Drama",Mike Cahill,Michael Pitt,buena
2756,The Abyss,1989-08-09,7.353,3461,6.3479,140,43000000,90000098,en,"Adventure, Thriller, Science Fiction",James Cameron,Ed Harris,buena
10312,Patch Adams,1998-12-25,7.314,3459,4.5798,115,50000000,202292902,en,"Comedy, Drama",Tom Shadyac,Robin Williams,buena
947,Lawrence of Arabia,1962-12-11,8.0,3450,7.8647,228,15000000,70000000,en,"Adventure, History, War",David Lean,Peter O'Toole,buena
220289,Coherence,2014-04-06,7.217,3444,7.7424,89,50000,139745,en,"Thriller, Science Fiction",James Ward Byrkit,Emily Baldoni,buena
980489,Gran Turismo,2023-08-09,7.702,3441,9.7534,135,60000000,121700000,en,"Adventure, Drama, Action",Neill Blomkamp,Archie Madekwe,buena
974576,Conclave,2024-10-25,7.193,3439,5.343,120,20000000,115657988,en,"Drama, Thriller",Edward Berger,Ralph Fiennes,buena
9361,The Last of the Mohicans,1992-08-26,7.386,3438,6.5878,112,40000000,75505856,en,"Action, History, Romance, War",Michael Mann,Daniel Day-Lewis,buena
470,21 Grams,2003-09-06,7.319,3416,3.3166,124,20000000,60427839,en,"Drama, Crime, Thriller",Alejandro G. Iñárritu,Sean Penn,buena
1542,Office Space,1999-02-19,7.377,3416,4.7814,90,10000000,12800000,en,Comedy,Mike Judge,Ron Livingston,buena
393519,Raw,2017-03-10,7.023,3411,2.9442,98,3500000,4100000,fr,"Horror, Drama",Julia Ducournau,Garance Marillier,buena
3034,Young Frankenstein,1974-12-15,7.855,3411,6.656,106,2800000,86273333,en,Comedy,Mel Brooks,Gene Wilder,buena
1904,Memoirs of a Geisha,2005-12-06,7.636,3409,5.0487,146,85000000,162242962,en,"Drama, Romance, History",Rob Marshall,Zhang Ziyi,buena
8055,The Reader,2008-12-10,7.469,3401,6.3052,124,32000000,108902486,en,"Drama, Romance",Stephen Daldry,Ralph Fiennes,buena
35690,The Last Song,2010-03-31,7.23,3398,2.8147,107,20000000,89137047,en,"Drama, Family, Romance",Julie Anne Robinson,Miley Cyrus,buena
968,Dog Day Afternoon,1975-09-21,7.851,3392,4.5309,125,1800000,56665856,en,"Crime, Drama, Thriller",Sidney Lumet,Al Pacino,buena
674324,The Banshees of Inisherin,2022-10-20,7.463,3391,8.5063,114,20000000,49300000,en,"Drama, Comedy",Martin McDonagh,Colin Farrell,buena
149870,The Wind Rises,2013-07-20,7.785,3390,4.1947,126,30000000,117932401,ja,"Animation, Drama, History, Romance",Hayao Miyazaki,Hideaki Anno,buena
657,From Russia with Love,1963-10-10,7.1,3391,6.1466,115,2000000,78900000,en,"Action, Thriller, Adventure",Terence Young,Sean Connery,buena
